
630007,"August 14, 2016",Virginia,Norfolk,1600 block of Selden Avenue,0,4
628570,"August 13, 2016",Wisconsin,Milwaukee,4001 West Fond Du Lac Avenue,2,2
629663,"August 13, 2016",California,Los Angeles,6300 block of 11th Avenue,0,4
628623,"August 13, 2016",New York,Corona (Queens),105-06 Jamaica Avenue,0,4
628635,"August 13, 2016",Missouri,Joplin,1800 Connecticut Ave,0,4
628178,"August 12, 2016",Florida,Jacksonville,100 block of West 38th Street,1,3
627519,"August 12, 2016",Texas,Dallas,10921 Estate Lane,1,3
627757,"August 11, 2016",Pennsylvania,Philadelphia,500 block of East Ashmead Street,0,4
626153,"August 10, 2016",Illinois,Evanston,Foster Street and Jackson Avenue,0,4
626960,"August 10, 2016",California,Sacramento,4000 Green Tree Drive,1,3
625735,"August 8, 2016",New Mexico,Albuquerque,341 General Marshall Street NE,2,2
624273,"August 8, 2016",Florida,Jacksonville,1214 Labelle St,0,7
624156,"August 7, 2016",California,Los Angeles,5925 South Figueroa Street,1,3
623523,"August 7, 2016",Colorado,Arvada,5400 block of Sheridan Boulevard,2,2
624046,"August 7, 2016",Mississippi,Vicksburg,4460 Clay St,1,3
623439,"August 7, 2016",Illinois,Chicago,100 block of South Springfield,0,4
623195,"August 6, 2016",Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0
624057,"August 5, 2016",Michigan,Pontiac,70 Block of Thorpe Street,1,3
622500,"August 5, 2016",California,Mead Valley,21600 block of Rider Street,2,2
621232,"August 4, 2016",Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4
620247,"August 3, 2016",Georgia,Decatur,4110 Glenwood Road,1,3
619708,"August 2, 2016",Florida,Hollywood (West Park),5700 block of West Hallandale Beach Boulevard,0,4
619408,"August 1, 2016",Indiana,Evansville,South Bedford Avenue,0,4
617789,"July 31, 2016",Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1
617607,"July 31, 2016",Texas,Austin,208 East Sixth Street,1,4

617712,"July 30, 2016",Missouri,Saint Louis,5000 block of Kensington Avenue,0,5
618321,"July 30, 2016",Georgia,Townsend (Eulonia),14699 Highway 17,0,5
616948,"July 30, 2016",Washington,Mukilteo,10009 Chennault Beach,3,1
617334,"July 29, 2016",Georgia,Athens,Trail Creek Street,0,7
615109,"July 28, 2016",New York,Elmira,303 College Avenue,0,5
615328,"July 28, 2016",Maryland,Baltimore,Greenmount Avenue,0,4
615024,"July 28, 2016",Illinois,Chicago,800 block of West 50th Place,2,2
611479,"July 25, 2016",Florida,Fort Myers,3580 Evans Ave,2,19
610584,"July 24, 2016",Ohio,Hamilton,1555 Main St,1,7
610756,"July 23, 2016",South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4
610093,"July 23, 2016",Ohio,Cincinnati,3400 block of Beekman Street,2,2
613805,"July 23, 2016",New York,Brooklyn,Fountain Avenue,0,4
610379,"July 23, 2016",Texas,Bastrop,202 Childers Drive,4,1
610402,"July 22, 2016",Illinois,Kankakee,300 block of North Wildwood Avenue,0,5
609402,"July 21, 2016",Illinois,Chicago,4400 block of South Leamington,0,5
608787,"July 20, 2016",California,Fresno,Hedges at Peach and Olive,0,4
607265,"July 19, 2016",Arkansas,West Memphis,13th Street and Tyler Avenue,0,4
605475,"July 17, 2016",Texas,Houston,6610 Tidwell,1,3
605367,"July 17, 2016",Michigan,Detroit,Grand River and McGraw avenue,0,4
604762,"July 17, 2016",Louisiana,Baton Rouge,9611 Airline Highway,4,3
604459,"July 16, 2016",Texas,Dallas,6300 block of Benavides Drive,0,5
604275,"July 16, 2016",Ohio,Cleveland,5000 block of Euclid Avenue,0,5
605005,"July 16, 2016",California,San Bernardino,1200 block of West 25th Street,0,4
604233,"July 16, 2016",California,Bakersfield,621 Stephens Drive,1,14
604175,"July 16, 2016",Tennessee,Clarksville,1348 College Street,0,6

604207,"July 15, 2016",Washington,Woodland,4006 NW 417th Street,3,1
603475,"July 14, 2016",Texas,Crosby,400 block of Pecan Avenue,3,1
603733,"July 14, 2016",California,Oakland,1600 block of 7th Street,0,4
603738,"July 14, 2016",Ohio,Akron,900 block of Moeller Avenue,1,3
602810,"July 13, 2016",Georgia,Warner Robins,105 Magnolia Avenue,0,5
602765,"July 13, 2016",Missouri,Saint Louis,3000 block of Miami St,2,2
600798,"July 11, 2016",Maryland,Baltimore,1800 Block of W. North Avenue,0,5
601119,"July 11, 2016",Michigan,Jackson,500 Block of Summit Avenue,0,4
601512,"July 11, 2016",District of Columbia,Washington,"5100 block of Call Pl., SE",0,4
600398,"July 11, 2016",Michigan,Berrien (county),811 Port Street,3,2
597176,"July 7, 2016",Tennessee,Bristol,536 Volunteer Parkway,1,4
597756,"July 7, 2016",Texas,Dallas,800 Main Street,5,9
597366,"July 7, 2016",Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4
595557,"July 5, 2016",California,Los Angeles,56th Street and Naomi Avenue,0,4
595279,"July 4, 2016",Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4
595166,"July 4, 2016",New York,Brooklyn,419 Chauncey Street,0,7
596159,"July 4, 2016",Ohio,Cleveland,1400 block of W. 107 Street,0,4
595069,"July 4, 2016",Texas,Houston,1300 block of Robin,3,2
595048,"July 4, 2016",Pennsylvania,Pittsburgh,Seventh and Liberty avenues,0,4
595482,"July 4, 2016",Arizona,Phoenix,4000 block of West Southern Avenue,2,6
594051,"July 3, 2016",Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3
594480,"July 3, 2016",Tennessee,Chattanooga,2300 block of Daisy Street,0,4
592724,"June 30, 2016",Illinois,Chicago,9500 block of South Loomis Street,1,4
592207,"June 29, 2016",Nevada,Las Vegas,6100 Block of West Lake Mead Boulevard,5,0
591975,"June 28, 2016",California,Los Angeles (county),13800 block of South Avalon Boulevard,1,3

591294,"June 28, 2016",Illinois,Chicago,1600 block of South Christiana,0,4
589488,"June 27, 2016",Oregon,Woodburn,13436 Killiam Loop NE,3,1
588867,"June 26, 2016",Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4
589165,"June 26, 2016",Texas,Houston,6000 block of Elm Street,1,3
588918,"June 26, 2016",Texas,Corpus Christi,Baldwin Blvd and Lamar,0,4
590233,"June 26, 2016",South Carolina,Marlboro (county),Highway 38,0,4
589159,"June 26, 2016",North Carolina,Charlotte,2240 Camp Greene St.,0,5
587755,"June 25, 2016",Texas,Fort Worth,2466 East Lancaster Avenue,2,5
589470,"June 25, 2016",Virginia,Norfolk,700 block of Craig Street,0,4
587983,"June 25, 2016",Illinois,Chicago,1400 block of W. 114th Place,0,4
589046,"June 24, 2016",Kansas,Kansas City,N. 3rd and Walker,0,4
587735,"June 24, 2016",Connecticut,Hartford,Brook and Winter Street,0,5
587769,"June 24, 2016",Maryland,District Heights,3100 block of Orleans Ave,3,2
585821,"June 22, 2016",Washington,Olympia,500 block of Dutterow Road SE,3,1
586122,"June 22, 2016",Georgia,Dekalb (county),Lancashire Drive and Central Drive,1,4
586058,"June 22, 2016",Illinois,Chicago,3100 block of West Warren,0,4
586044,"June 21, 2016",New Jersey,Willingboro,Mosshill Lane,0,4
585615,"June 21, 2016",Kentucky,Louisville,2802 Rodman Street,2,2
583631,"June 19, 2016",Virginia,Roanoke,2328 Melrose Avenue,0,4
583584,"June 18, 2016",Virginia,Exmore,Fredrick Douglas Road,1,3
583537,"June 18, 2016",Georgia,Waycross,2625 Arnold Ct,2,2
583362,"June 18, 2016",Illinois,Chicago,East 79th Street and South Escanaba Avenue,0,4
580848,"June 14, 2016",Delaware,Wilmington,South Van Buren and Elm streets,0,4
580791,"June 14, 2016",California,Oakland,1301 Franklin Street,1,3
579517,"June 13, 2016",California,Fresno,East El Monte Way and Recreation Avenue,0,4

579786,"June 13, 2016",New York,Brooklyn,Avenue D and E. 57th,0,5
580279,"June 13, 2016",Illinois,Chicago,3200 block of West Congress,0,5
577157,"June 12, 2016",Florida,Orlando,1912 S Orange Avenue,50,53
578238,"June 11, 2016",Minnesota,Webster,4000 block of Elmore Avenue,0,4
577938,"June 11, 2016",California,Stockton,Alvarado Avenue,1,3
577073,"June 11, 2016",California,Panorama City,8500 block of Cedros Avenue,3,2
577574,"June 11, 2016",New Mexico,Roswell,2300 block of Davis Ave,5,0
576774,"June 11, 2016",North Carolina,Charlotte,4000 block of Collegiate Avenue,1,3
575607,"June 9, 2016",Florida,Fort Walton Beach,Landview Drive,0,4
574753,"June 8, 2016",Massachusetts,Boston,66 Washington St,1,3
574850,"June 8, 2016",District of Columbia,Washington,North Capitol Street and New York Avenue NW,0,4
573327,"June 6, 2016",California,Visalia,33 60 South Fairway Street,0,4
575061,"June 5, 2016",Minnesota,Minneapolis,8th and Humboldt Avenue N.,0,4
572696,"June 5, 2016",Florida,Cape Coral,2600 block of Skyline Boulevard S,3,3
572513,"June 5, 2016",New York,Brooklyn,Mermaid Ave and 16th St.,0,4
572766,"June 5, 2016",Arizona,Phoenix,8152 N Black Canyon Hwy,2,5
571859,"June 4, 2016",Colorado,Denver,3600 block of Hudson Street,3,1
569225,"May 31, 2016",Illinois,Chicago,3300 block of West Huron Street,0,4
569189,"May 31, 2016",Indiana,Fort Wayne,6600 block of Pawawna Drive,0,4
568528,"May 30, 2016",Maryland,Baltimore,500 block of East 43rd Street,0,5
568745,"May 30, 2016",California,Sacramento,3900 block of 44th,0,5
567788,"May 29, 2016",Nevada,Las Vegas,200 block of North 3rd Street,0,4
567614,"May 29, 2016",Texas,Houston,13210 Memorial Drive,2,6
567673,"May 29, 2016",New Jersey,Trenton,600 block of Martin Luther King Jr. Boulevard,0,6
567494,"May 29, 2016",Indiana,Indianapolis,300 block of South Meridian Street,0,4

564470,"May 23, 2016",New Jersey,Newark,102 Isabella Avenue,0,5
563829,"May 22, 2016",Louisiana,New Orleans,8639 Apple St,0,4
563514,"May 22, 2016",California,Stockton,Poplar and Sutter Streets,1,3
563751,"May 22, 2016",Tennessee,Nashville,100 block of Rains Avenue,0,4
563630,"May 21, 2016",Georgia,Jackson,Levi Barnes Road,1,3
561912,"May 18, 2016",Indiana,Indianapolis,34th Street and North Keystone Avenue,0,4
560782,"May 17, 2016",South Carolina,Ravenel,5360 Savannah Highway,3,1
565244,"May 15, 2016",Georgia,Moultrie,Rossman Dairy Road,5,0
559194,"May 15, 2016",Indiana,Evansville,420 North Garvin Street,0,4
559042,"May 14, 2016",Georgia,Atlanta,Cordova and Peoples Street,0,5
558796,"May 14, 2016",West Virginia,Charleston,2300 block of Washington Street West,1,3
557589,"May 11, 2016",Alabama,Birmingham,1400 block of 21st Street N,1,4
557479,"May 11, 2016",Illinois,Chicago,7100 block of South State Street,0,5
555126,"May 8, 2016",Texas,Austin,8600 block of North Lamar,1,3
555873,"May 6, 2016",Michigan,Detroit,12300 Block of Gratiot,1,4
555886,"May 6, 2016",Alabama,Montgomery,1300 block of Clay Street,1,3
554133,"May 6, 2016",Maryland,Bethesda,7101 Democracy Blvd,3,3
553803,"May 5, 2016",Louisiana,Shreveport,300 block of North Thomas Drive,2,6
554027,"May 5, 2016",Florida,Miami,2108 NW 19th Terrace,1,3
553570,"May 4, 2016",Minnesota,Minneapolis,16th Avenue North and Newton Avenue North,1,7
551053,"May 1, 2016",Tennessee,Murfreesboro,1955 Old Castle Drive,0,5
550445,"April 29, 2016",Missouri,Saint Louis (Ferguson),400 block of Dade Ave,0,4
550619,"April 29, 2016",California,Oakland,3200 block of San Pablo Avenue,0,5
549507,"April 27, 2016",Louisiana,Baton Rouge,Kerrit Drive,1,3
549071,"April 27, 2016",Mississippi,Kilmichael,Pecan Drive,3,1

548333,"April 26, 2016",Maryland,District Heights (Forestville),6500 block of Hil-Mar Drive,1,4
547639,"April 25, 2016",Tennessee,Nashville,400 Charlotte Avenue,0,4
547827,"April 25, 2016",Florida,Miami,1506 Northwest 70th Street,0,5
546760,"April 24, 2016",Virginia,Halifax,1055 L P Bailey Memorial Hwy,0,5
547319,"April 24, 2016",Illinois,Chicago (Englewood),2000 block of West 68th Place,2,3
546818,"April 24, 2016",Colorado,Denver,1400 Block of 14th Street,0,4
546581,"April 23, 2016",Nevada,Las Vegas,1650 South Hollywood Boulevard,1,3
546244,"April 23, 2016",Alabama,Auburn,1200 block of Lee Road 83,3,1
546550,"April 23, 2016",Kansas,Topeka,3732 S.W. Topeka Boulevard,1,4
546258,"April 23, 2016",New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,0,4
545525,"April 22, 2016",Ohio,Piketon,4077 Union Hill Road,8,0
546022,"April 22, 2016",Georgia,Appling,3162 Johnson Drive,6,0
545501,"April 21, 2016",Maryland,Baltimore,4800 block of Frankford Avenue,0,4
543441,"April 19, 2016",Alabama,Blountsville,81551 Us Highway 278,1,4
544080,"April 19, 2016",Illinois,Chicago,2700 block of West 53rd Street,1,3
543132,"April 19, 2016",Illinois,Chicago,1400 block of West 84th Street,1,4
543244,"April 18, 2016",California,Long Beach,1200 block of E. 17th Street,1,3
541996,"April 17, 2016",Pennsylvania,Philadelphia,600 block of Westmoreland Street,3,1
543102,"April 17, 2016",South Carolina,Pelzer,200 block of Eastview Road,1,3
543108,"April 17, 2016",Texas,Edinburg,5021 W St Hwy 107,1,6
542259,"April 16, 2016",Michigan,Detroit,9500 block of Oakland,1,4
541987,"April 16, 2016",Florida,Orlando,1100 block of Conley Street,2,4
542362,"April 16, 2016",Alabama,Enterprise,Baxter Street,0,4
541255,"April 14, 2016",New Jersey,Orange,Taylor Street,1,3
537825,"April 10, 2016",Wisconsin,Milwaukee,76th and Sheridan,1,3

537820,"April 10, 2016",California,Los Angeles,84th Street and Towne Avenue,0,4
537311,"April 9, 2016",Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,0,4
539705,"April 9, 2016",Alabama,Anniston,West 15th Street and Crawford Avenue,0,4
537085,"April 9, 2016",New Mexico,Albuquerque,2600 block of Mesa Drive SE,0,4
535927,"April 7, 2016",Illinois,Chicago,2200 block of East 70th Place,0,4
532604,"March 31, 2016",Illinois,Chicago (Englewood),6800 block of South Throop,0,4
528614,"March 25, 2016",Illinois,Chicago,4500 block of West West End Avenue,0,4
529488,"March 25, 2016",Colorado,Denver,8501 E. Alameda Avenue,0,4
526380,"March 21, 2016",Illinois,Chicago,5700 block of West Washington Boulevard,0,4
525464,"March 19, 2016",Florida,Plantation,12050 NW 4th Court,1,4
525301,"March 19, 2016",Alabama,Wetumpka,South Shelby Street,2,2
523044,"March 15, 2016",Georgia,Atlanta,Donald Lee Hollowell Drive,0,5
522122,"March 13, 2016",Florida,Fort Myers,50 South Road,0,4
521821,"March 12, 2016",Oregon,Portland,16126 S.E. Stark St.,0,4
521074,"March 12, 2016",California,Oakland,Interstate 880,0,4
520767,"March 11, 2016",Michigan,Detroit,2600 Block of Hazelwood,2,2
520290,"March 11, 2016",New Jersey,Trenton,Oliver Avenue,0,5
519541,"March 9, 2016",Pennsylvania,Pittsburgh (Wilkinsburg),1304 Franklin Avenue,5,3
518266,"March 8, 2016",Texas,San Antonio,Sherman Street,2,3
517895,"March 7, 2016",Louisiana,Lafayette,800 block of Martin Luther King Jr. Drive,0,4
518436,"March 7, 2016",Kansas,Kansas City,3000 block of South 36th Street,5,0
517058,"March 6, 2016",Massachusetts,Chelsea,120 Washington Avenue,1,6
517114,"March 6, 2016",Georgia,Roswell,890 Atlanta St,0,4
517073,"March 6, 2016",California,Compton,900 block of West Victoria Street,1,8
516758,"March 5, 2016",Kansas,Wichita,116 North Mead,0,4

516341,"March 4, 2016",Ohio,Columbus,900 E. 5th Ave.,1,3
513549,"February 28, 2016",Michigan,Detroit,8800 block of Livernois,0,5
513640,"February 28, 2016",California,Riverside (Jurupa Valley),5500 block of Etiwanda Avenue,1,3
512880,"February 27, 2016",Virginia,Woodbridge (Lake Ridge),13051 Lashmere Court,2,2
512073,"February 26, 2016",Washington,Belfair,300 block of Horseshoe Rd.,5,0
511436,"February 25, 2016",Kansas,Hesston,200 S Ridge Rd,4,14
509897,"February 23, 2016",Arizona,Glendale,4812 West Sunnyside Ave,5,0
510769,"February 23, 2016",Florida,Daytona Beach,1042 Sheridan Road,0,4
508879,"February 21, 2016",Missouri,Hazelwood,Interstate Highway 270 and North Lindbergh Boulevard,1,3
509707,"February 21, 2016",Texas,Houston,5100 block of Idaho Street,0,5
508341,"February 20, 2016",Florida,Tampa,2810 E. Bearss Ave,1,3
508356,"February 20, 2016",Alabama,Bessemer,200 block of Elm Street,1,3
508510,"February 20, 2016",Florida,Orlando,446 S Parramore Ave,0,4
508113,"February 20, 2016",Mississippi,Iuka,County Road 201,2,3
508640,"February 20, 2016",Michigan,Kalamazoo,5581 Cracker Barrel Blvd,6,2
590221,"February 19, 2016",Missouri,Edgerton,4100 block of Buena Vista Road,4,0
507998,"February 19, 2016",California,Vallejo,509 Porter Street,1,3
504879,"February 14, 2016",Texas,Houston,8449 Gulf Freeway,1,3
505420,"February 14, 2016",Alabama,Eutaw (Union),Earnest Friday Road,0,5
504996,"February 13, 2016",Louisiana,Marrero,5425 Lapalco Boulevard,0,4
501256,"February 7, 2016",Mississippi,Pass Christian,Davis Avenue,2,4
501233,"February 7, 2016",Florida,Orlando,7432 Universal Blvd,2,10
501168,"February 7, 2016",New York,Rochester,547 State street,1,7
501349,"February 7, 2016",Illinois,Chicago (Englewood),6500 block of South Green Street,0,4
501267,"February 6, 2016",California,Los Angeles,12800 block of Cook Street,1,3

500629,"February 6, 2016",Florida,Apopka,10th Street,0,4
500556,"February 6, 2016",Florida,Tampa,8123 N Nebraska Ave,2,6
499422,"February 3, 2016",District of Columbia,Washington,1500 block of Butler St. SE,0,4
495951,"January 30, 2016",Colorado,Denver,4655 Humboldt St,1,3
495940,"January 30, 2016",Arizona,Glendale,67th and Missouri Avenue,3,5
494378,"January 27, 2016",Virginia,Chesapeake,1401 N. George Washington Hwy,6,0
493536,"January 26, 2016",Washington,Seattle,Airport Way S. and S. Atlantic St.,2,3
493085,"January 25, 2016",California,Perris,140 S. D Street,1,4
491312,"January 23, 2016",California,Los Angeles,8105 Avalon Blvd,2,2
486728,"January 17, 2016",Virginia,Ware Neck (Gloucester Courthouse),Ditchley Road and Gill Lane,1,3
483750,"January 11, 2016",Delaware,Wilmington,900 block of Brown Street,1,4
481849,"January 8, 2016",District of Columbia,Washington,1700 East Capitol Street Northeast,0,4
481900,"January 8, 2016",Illinois,Chicago,1500 block of South Kedzie,1,4
481429,"January 7, 2016",Tennessee,Memphis,3800 block of Kerwood Avenue,1,3
479613,"January 6, 2016",Florida,Lakeland,2312 East Magnolia Street,3,1
476321,"December 31, 2015",Louisiana,New Orleans,1900 Block of Amelia Street,0,6
473882,"December 27, 2015",Tennessee,Jackson,North Parkway,0,4
472268,"December 26, 2015",Pennsylvania,Philadelphia,4210 Macalester St,0,4
471867,"December 25, 2015",Florida,Jacksonville,Franklin and Odessa,0,4
471860,"December 25, 2015",Alabama,Mobile,785 Schillinger Rd S,0,4
469468,"December 21, 2015",California,San Leandro,14600 block of East 14th Street,0,4
468968,"December 20, 2015",North Carolina,Wilmington,11th and Castle Street,1,4
468787,"December 20, 2015",Florida,Miami (Goulds),21630 Southwest 120th Avenue,1,4
469614,"December 20, 2015",Florida,Miami-dade (county),Northeast Seventh Avenue and Northeast 166th Street,0,4
465117,"December 14, 2015",Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3

464665,"December 13, 2015",California,Los Angeles,5550 S. Flower Street,1,3
464945,"December 13, 2015",California,Huntington Beach,17000 block of Keelson Lane,0,4
464002,"December 12, 2015",Georgia,Savannah,Whitaker Street,0,4
463642,"December 11, 2015",Maryland,Baltimore,5100 block of Park Heights Avenue,1,3
463734,"December 11, 2015",Pennsylvania,Pittsburgh (Mount Oliver),200 Block of Brownsville Road,0,4
461476,"December 8, 2015",Ohio,Cincinnati (Fairmount),2300 block of Baltimore Avenue,1,3
460049,"December 6, 2015",Louisiana,Raceland,Market Street,1,3
460386,"December 6, 2015",Nebraska,Omaha,North 108th Street and Military Road,2,3
456893,"December 2, 2015",California,San Bernardino,1365 South Waterman Avenue,16,19
457037,"December 2, 2015",Georgia,Savannah,100 block of West 33rd Street,1,3
455394,"November 29, 2015",Illinois,Kankakee,648 E. Court St,0,5
454059,"November 27, 2015",Colorado,Colorado Springs,3480 Centennial Blvd,3,9
455684,"November 27, 2015",California,Sacramento,7900 block of Florin Road,2,2
454788,"November 24, 2015",South Carolina,Horry (county),1321 Colletta Court,0,4
452007,"November 23, 2015",Ohio,Columbus,90 block of S. Terrace Avenue,4,1
452120,"November 23, 2015",Minnesota,Minneapolis,Morgan Avenue North,0,5
453317,"November 22, 2015",Texas,Brownsville,1800 Block of FM 802,0,4
451338,"November 22, 2015",Washington,Seattle,Broadway and Pike,0,4
451305,"November 22, 2015",New York,Newburgh,203 Broadway,0,5
452362,"November 22, 2015",South Carolina,North Charleston,Park Circle,1,3
451349,"November 22, 2015",Illinois,Chicago,4100 block of West Roosevelt,0,4
451495,"November 22, 2015",Louisiana,New Orleans,1900 block of Gallier Street,0,17
451057,"November 21, 2015",Maryland,Baltimore,Stricker and School,1,3
450505,"November 20, 2015",Pennsylvania,Pittsburgh,Prospect Drive,1,3
449814,"November 18, 2015",California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5

448653,"November 16, 2015",Alabama,Cherokee (county),1400 block of County Road 664,3,1
448286,"November 15, 2015",Pennsylvania,Philadelphia,5600 block of Blakemore Street,0,4
448419,"November 15, 2015",Texas,Tennessee Colony,800 Block of County Road 2217,5,0
447462,"November 14, 2015",Pennsylvania,Johnstown,1159 Main St,0,4
446996,"November 13, 2015",Florida,Jacksonville,1300 block of South Shirley Oaks Drive,4,1
444458,"November 9, 2015",Indiana,Indianapolis,400 block of North Beville Ave,2,2
443821,"November 8, 2015",Iowa,Des Moines,4397 NW 6th Drive,1,3
444168,"November 8, 2015",Michigan,Warren,13859 8 Mile Road,0,4
443652,"November 7, 2015",Colorado,Denver,Bayaud and Bannock,1,3
444406,"November 6, 2015",California,Bakersfield,1000 block of Feliz Drive,0,4
441681,"November 3, 2015",Florida,Jacksonville,Ella Street and Kings Road,2,3
440743,"November 2, 2015",South Carolina,Pendleton,2217 Refuge Road,4,0
438651,"October 28, 2015",Louisiana,Houma,400 Block of Morgan Street,1,3
437836,"October 27, 2015",Texas,Fort Worth,1700 Block of Southcrest Drive,0,5
437323,"October 26, 2015",Indiana,Evansville,711 E Virginia St,0,5
436202,"October 25, 2015",North Carolina,Four Oaks,2339 Stricklands Crossroads Road,0,5
436234,"October 25, 2015",Arizona,Phoenix,Seventh Street and Broadway,1,4
436240,"October 25, 2015",District of Columbia,Washington,4300 block of Wheeler Road SE,0,5
436219,"October 24, 2015",South Carolina,Bamberg,682 Dixie Ave.,0,4
435144,"October 22, 2015",Tennessee,Nashville,3500 John A. Merritt Boulevard,1,3
433146,"October 19, 2015",Illinois,Calumet City,300 Campbell Avenue,0,6
432711,"October 18, 2015",Louisiana,New Orleans,2600 block of Caffin Avenue,0,4
432466,"October 17, 2015",Florida,Fort Myers,2224 First St,1,4
432072,"October 17, 2015",Indiana,Elkhart,160 Easy Shopping Place,0,4
429410,"October 12, 2015",Georgia,Decatur,4731 Glenwood Road,0,4

428215,"October 10, 2015",Tennessee,Memphis,6135 Mount Moriah Road,0,6
428247,"October 10, 2015",North Carolina,Charlotte,1900 block of West Boulevard,0,4
429614,"October 10, 2015",Illinois,Peoria,2405 North Flora,1,3
427621,"October 9, 2015",Arizona,Flagstaff,216 E Mountain View Drive,1,3
426256,"October 6, 2015",Maryland,Baltimore,300 block of North Payson Street,0,5
424224,"October 2, 2015",Maryland,Baltimore,5400 Reisterstown Road,1,4
423223,"October 1, 2015",Oregon,Roseburg,1140 Umpqua College Rd,10,9
421650,"September 28, 2015",Ohio,Cincinnati (Evanston),1800 block of Hewitt Avenue,0,5
